"UNIQUE_CARRIER","UNIQUE_CARRIER_NAME","ORIGIN_AIRPORT_ID","ORIGIN","ORIGIN_STATE_ABR","DEST_AIRPORT_ID","DEST","DEST_STATE_ABR","MONTH",
"AA","American Airlines Inc.",14570,"RNO","NV",12448,"JAN","MS",12,
"AA","American Airlines Inc.",14570,"RNO","NV",12892,"LAX","CA",12,
"AA","American Airlines Inc.",14570,"RNO","NV",13891,"ONT","CA",12,
"AA","American Airlines Inc.",14570,"RNO","NV",13930,"ORD","IL",12,
"AA","American Airlines Inc.",14570,"RNO","NV",14057,"PDX","OR",12,
"AA","American Airlines Inc.",14570,"RNO","NV",14122,"PIT","PA",12,
"AA","American Airlines Inc.",14570,"RNO","NV",14492,"RDU","NC",12,
"AA","American Airlines Inc.",14570,"RNO","NV",14679,"SAN","CA",12,
"AA","American Airlines Inc.",14570,"RNO","NV",14747,"SEA","WA",12,
"AA","American Airlines Inc.",14570,"RNO","NV",14831,"SJC","CA",12,
"AA","American Airlines Inc.",14570,"RNO","NV",14869,"SLC","UT",12,
"AA","American Airlines Inc.",14570,"RNO","NV",14908,"SNA","CA",12,
"AA","American Airlines Inc.",14576,"ROC","NY",11697,"FLL","FL",12,
"AA","American Airlines Inc.",14576,"ROC","NY",12280,"IDA","ID",12,
"AA","American Airlines Inc.",14576,"ROC","NY",12451,"JAX","FL",12,
"AA","American Airlines Inc.",14576,"ROC","NY",13198,"MCI","MO",12,
"AA","American Airlines Inc.",14576,"ROC","NY",13487,"MSP","MN",12,
"AA","American Airlines Inc.",14576,"ROC","NY",13495,"MSY","LA",12,
"AA","American Airlines Inc.",14576,"ROC","NY",13930,"ORD","IL",12,
"AA","American Airlines Inc.",14576,"ROC","NY",14027,"PBI","FL",12,
"AA","American Airlines Inc.",14576,"ROC","NY",14057,"PDX","OR",12,
"AA","American Airlines Inc.",14576,"ROC","NY",14492,"RDU","NC",12,
"AA","American Airlines Inc.",14576,"ROC","NY",14635,"RSW","FL",12,
"AA","American Airlines Inc.",14576,"ROC","NY",14683,"SAT","TX",12,
"AA","American Airlines Inc.",14576,"ROC","NY",14685,"SAV","GA",12,
"AA","American Airlines Inc.",14576,"ROC","NY",14869,"SLC","UT",12,
"AA","American Airlines Inc.",14576,"ROC","NY",15304,"TPA","FL",12,
"AA","American Airlines Inc.",14633,"RST","MN",10397,"ATL","GA",12,
"AA","American Airlines Inc.",14633,"RST","MN",10792,"BUF","NY",12,
"AA","American Airlines Inc.",14633,"RST","MN",10821,"BWI","MD",12,
"AA","American Airlines Inc.",14633,"RST","MN",11423,"DSM","IA",12,
"AA","American Airlines Inc.",14633,"RST","MN",13930,"ORD","IL",12,
"AA","American Airlines Inc.",14633,"RST","MN",14492,"RDU","NC",12,
"AA","American Airlines Inc.",14633,"RST","MN",15016,"STL","MO",12,
"AA","American Airlines Inc.",14633,"RST","MN",15070,"SWF","NY",12,
"AA","American Airlines Inc.",14633,"RST","MN",15096,"SYR","NY",12,
"AA","American Airlines Inc.",14635,"RSW","FL",10257,"ALB","NY",12,
"AA","American Airlines Inc.",14635,"RSW","FL",10792,"BUF","NY",12,
"AA","American Airlines Inc.",14635,"RSW","FL",11298,"DFW","TX",12,
"AA","American Airlines Inc.",14635,"RSW","FL",11423,"DSM","IA",12,
"AA","American Airlines Inc.",14635,"RSW","FL",11540,"ELP","TX",12,
"AA","American Airlines Inc.",14635,"RSW","FL",12264,"IAD","VA",12,
"AA","American Airlines Inc.",14635,"RSW","FL",12266,"IAH","TX",12,
"AA","American Airlines Inc.",14635,"RSW","FL",12278,"ICT","KS",12,
"AA","American Airlines Inc.",14635,"RSW","FL",12478,"JFK","NY",12,
"AA","American Airlines Inc.",14635,"RSW","FL",12953,"LGA","NY",12,
"AA","American Airlines Inc.",14635,"RSW","FL",13871,"OMA","NE",12,
"AA","American Airlines Inc.",14635,"RSW","FL",13930,"ORD","IL",12,
"AA","American Airlines Inc.",14635,"RSW","FL",14492,"RDU","NC",12,
"AA","American Airlines Inc.",14635,"RSW","FL",14576,"ROC","NY",12,
"AA","American Airlines Inc.",14635,"RSW","FL",14869,"SLC","UT",12,
"AA","American Airlines Inc.",14635,"RSW","FL",14986,"SRQ","FL",12,
"AA","American Airlines Inc.",14635,"RSW","FL",15096,"SYR","NY",12,
"AA","American Airlines Inc.",14679,"SAN","CA",10397,"ATL","GA",12,
"AA","American Airlines Inc.",14679,"SAN","CA",10529,"BDL","CT",12,
"AA","American Airlines Inc.",14679,"SAN","CA",10693,"BNA","TN",12,
"AA","American Airlines Inc.",14679,"SAN","CA",10721,"BOS","MA",12,
"AA","American Airlines Inc.",14679,"SAN","CA",10792,"BUF","NY",12,
"AA","American Airlines Inc.",14679,"SAN","CA",10821,"BWI","MD",12,
"AA","American Airlines Inc.",14679,"SAN","CA",11042,"CLE","OH",12,
"AA","American Airlines Inc.",14679,"SAN","CA",11267,"DAY","OH",12,
"AA","American Airlines Inc.",14679,"SAN","CA",11278,"DCA","VA",12,
"AA","American Airlines Inc.",14679,"SAN","CA",11298,"DFW","TX",12,
"AA","American Airlines Inc.",14679,"SAN","CA",11433,"DTW","MI",12,
"AA","American Airlines Inc.",14679,"SAN","CA",11986,"GRR","MI",12,
"AA","American Airlines Inc.",14679,"SAN","CA",12264,"IAD","VA",12,
"AA","American Airlines Inc.",14679,"SAN","CA",12478,"JFK","NY",12,
"AA","American Airlines Inc.",14679,"SAN","CA",12892,"LAX","CA",12,
"AA","American Airlines Inc.",14679,"SAN","CA",13230,"MDT","PA",12,
"AA","American Airlines Inc.",14679,"SAN","CA",13930,"ORD","IL",12,
"AA","American Airlines Inc.",14679,"SAN","CA",14057,"PDX","OR",12,
"AA","American Airlines Inc.",14679,"SAN","CA",14100,"PHL","PA",12,
"AA","American Airlines Inc.",14679,"SAN","CA",14262,"PSP","CA",12,
"AA","American Airlines Inc.",14679,"SAN","CA",14570,"RNO","NV",12,
"AA","American Airlines Inc.",14679,"SAN","CA",14747,"SEA","WA",12,
"AA","American Airlines Inc.",14679,"SAN","CA",14814,"SHV","LA",12,
"AA","American Airlines Inc.",14679,"SAN","CA",14831,"SJC","CA",12,
"AA","American Airlines Inc.",14679,"SAN","CA",15370,"TUL","OK",12,
"AA","American Airlines Inc.",14683,"SAT","TX",10140,"ABQ","NM",12,
"AA","American Airlines Inc.",14683,"SAT","TX",10279,"AMA","TX",12,
"AA","American Airlines Inc.",14683,"SAT","TX",10529,"BDL","CT",12,
"AA","American Airlines Inc.",14683,"SAT","TX",10693,"BNA","TN",12,
"AA","American Airlines Inc.",14683,"SAT","TX",10821,"BWI","MD",12,
"AA","American Airlines Inc.",14683,"SAT","TX",11193,"CVG","KY",12,
"AA","American Airlines Inc.",14683,"SAT","TX",11298,"DFW","TX",12,
"AA","American Airlines Inc.",14683,"SAT","TX",12478,"JFK","NY",12,
"AA","American Airlines Inc.",14683,"SAT","TX",12889,"LAS","NV",12,
"AA","American Airlines Inc.",14683,"SAT","TX",12892,"LAX","CA",12,
"AA","American Airlines Inc.",14683,"SAT","TX",12953,"LGA","NY",12,
"AA","American Airlines Inc.",14683,"SAT","TX",12992,"LIT","AR",12,
"AA","American Airlines Inc.",14683,"SAT","TX",13244,"MEM","TN",12,
"AA","American Airlines Inc.",14683,"SAT","TX",13930,"ORD","IL",12,
"AA","American Airlines Inc.",14683,"SAT","TX",14122,"PIT","PA",12,
"AA","American Airlines Inc.",14683,"SAT","TX",14307,"PVD","RI",12,
"AA","American Airlines Inc.",14683,"SAT","TX",14576,"ROC","NY",12,
"AA","American Airlines Inc.",14683,"SAT","TX",14633,"RST","MN",12,
"AA","American Airlines Inc.",14683,"SAT","TX",14679,"SAN","CA",12,
"AA","American Airlines Inc.",14683,"SAT","TX",14771,"SFO","CA",12,
"AA","American Airlines Inc.",14683,"SAT","TX",14908,"SNA","CA",12,
"AA","American Airlines Inc.",14685,"SAV","GA",10279,"AMA","TX",12,
"AA","American Airlines Inc.",14685,"SAV","GA",11042,"CLE","OH",12,
"AA","American Airlines Inc.",14685,"SAV","GA",11298,"DFW","TX",12,
"AA","American Airlines Inc.",14685,"SAV","GA",12094,"HDN","CO",12,
"AA","American Airlines Inc.",14685,"SAV","GA",12191,"HOU","TX",12,
"AA","American Airlines Inc.",14685,"SAV","GA",12278,"ICT","KS",12,
"AA","American Airlines Inc.",14685,"SAV","GA",12451,"JAX","FL",12,
"AA","American Airlines Inc.",14685,"SAV","GA",12892,"LAX","CA",12,
"AA","American Airlines Inc.",14685,"SAV","GA",13930,"ORD","IL",12,
"AA","American Airlines Inc.",14685,"SAV","GA",13931,"ORF","VA",12,
"AA","American Airlines Inc.",14685,"SAV","GA",14307,"PVD","RI",12,
"AA","American Airlines Inc.",14685,"SAV","GA",14492,"RDU","NC",12,
"AA","American Airlines Inc.",14685,"SAV","GA",14576,"ROC","NY",12,
"AA","American Airlines Inc.",14685,"SAV","GA",15096,"SYR","NY",12,
"AA","American Airlines Inc.",14689,"SBA","CA",10561,"BFL","CA",12,
"AA","American Airlines Inc.",14689,"SBA","CA",11298,"DFW","TX",12,
"AA","American Airlines Inc.",14689,"SBA","CA",12954,"LGB","CA",12,
"AA","American Airlines Inc.",14689,"SBA","CA",15016,"STL","MO",12,
"AA","American Airlines Inc.",14689,"SBA","CA",15370,"TUL","OK",12,
"AA","American Airlines Inc.",14730,"SDF","KY",10693,"BNA","TN",12,
"AA","American Airlines Inc.",14730,"SDF","KY",11298,"DFW","TX",12,
"AA","American Airlines Inc.",14730,"SDF","KY",11638,"FAT","CA",12,
"AA","American Airlines Inc.",14730,"SDF","KY",11697,"FLL","FL",12,
"AA","American Airlines Inc.",14730,"SDF","KY",13303,"MIA","FL",12,
"AA","American Airlines Inc.",14730,"SDF","KY",14843,"SJU","PR",12,
"AA","American Airlines Inc.",14747,"SEA","WA",16440,"AUS","TX",12,
"AA","American Airlines Inc.",14747,"SEA","WA",10529,"BDL","CT",12,
"AA","American Airlines Inc.",14747,"SEA","WA",10599,"BHM","AL",12,
"AA","American Airlines Inc.",14747,"SEA","WA",10693,"BNA","TN",12,
"AA","American Airlines Inc.",14747,"SEA","WA",11066,"CMH","OH",12,
"AA","American Airlines Inc.",14747,"SEA","WA",11298,"DFW","TX",12,
"AA","American Airlines Inc.",14747,"SEA","WA",11618,"EWR","NJ",12,
"AA","American Airlines Inc.",14747,"SEA","WA",11986,"GRR","MI",12,
"AA","American Airlines Inc.",14747,"SEA","WA",12266,"IAH","TX",12,
"AA","American Airlines Inc.",14747,"SEA","WA",12892,"LAX","CA",12,
"AA","American Airlines Inc.",14747,"SEA","WA",13198,"MCI","MO",12,
"AA","American Airlines Inc.",14747,"SEA","WA",13495,"MSY","LA",12,
"AA","American Airlines Inc.",13891,"ONT","CA",10821,"BWI","MD",2,
"AA","American Airlines Inc.",13891,"ONT","CA",11042,"CLE","OH",2,
"AA","American Airlines Inc.",13891,"ONT","CA",11066,"CMH","OH",2,
"AA","American Airlines Inc.",13891,"ONT","CA",11278,"DCA","VA",2,
"AA","American Airlines Inc.",13891,"ONT","CA",11298,"DFW","TX",2,
"AA","American Airlines Inc.",13891,"ONT","CA",11423,"DSM","IA",2,
"AA","American Airlines Inc.",13891,"ONT","CA",11433,"DTW","MI",2,
"AA","American Airlines Inc.",13891,"ONT","CA",12892,"LAX","CA",2,
"AA","American Airlines Inc.",13891,"ONT","CA",12953,"LGA","NY",2,
"AA","American Airlines Inc.",13891,"ONT","CA",12992,"LIT","AR",2,
"AA","American Airlines Inc.",13891,"ONT","CA",13198,"MCI","MO",2,
"AA","American Airlines Inc.",13891,"ONT","CA",13487,"MSP","MN",2,
"AA","American Airlines Inc.",13891,"ONT","CA",13930,"ORD","IL",2,
"AA","American Airlines Inc.",13891,"ONT","CA",14057,"PDX","OR",2,
"AA","American Airlines Inc.",13891,"ONT","CA",14492,"RDU","NC",2,
"AA","American Airlines Inc.",13891,"ONT","CA",14689,"SBA","CA",2,
"AA","American Airlines Inc.",13891,"ONT","CA",14831,"SJC","CA",2,
"AA","American Airlines Inc.",13891,"ONT","CA",14893,"SMF","CA",2,
"AA","American Airlines Inc.",13891,"ONT","CA",14908,"SNA","CA",2,
"AA","American Airlines Inc.",13891,"ONT","CA",15370,"TUL","OK",2,
"AA","American Airlines Inc.",13930,"ORD","IL",10140,"ABQ","NM",2,
"AA","American Airlines Inc.",13930,"ORD","IL",10257,"ALB","NY",2,
"AA","American Airlines Inc.",13930,"ORD","IL",10397,"ATL","GA",2,
"AA","American Airlines Inc.",13930,"ORD","IL",16440,"AUS","TX",2,
"AA","American Airlines Inc.",13930,"ORD","IL",10529,"BDL","CT",2,
"AA","American Airlines Inc.",13930,"ORD","IL",10693,"BNA","TN",2,
"AA","American Airlines Inc.",13930,"ORD","IL",10721,"BOS","MA",2,
"AA","American Airlines Inc.",13930,"ORD","IL",10792,"BUF","NY",2,
"AA","American Airlines Inc.",13930,"ORD","IL",10821,"BWI","MD",2,
"AA","American Airlines Inc.",13930,"ORD","IL",10868,"CAE","SC",2,
"AA","American Airlines Inc.",13930,"ORD","IL",10874,"CAK","OH",2,
"AA","American Airlines Inc.",13930,"ORD","IL",11042,"CLE","OH",2,
"AA","American Airlines Inc.",13930,"ORD","IL",11066,"CMH","OH",2,
"AA","American Airlines Inc.",13930,"ORD","IL",11193,"CVG","KY",2,
"AA","American Airlines Inc.",13930,"ORD","IL",11267,"DAY","OH",2,
"AA","American Airlines Inc.",13930,"ORD","IL",11278,"DCA","VA",2,
"AA","American Airlines Inc.",13930,"ORD","IL",11292,"DEN","CO",2,
"AA","American Airlines Inc.",13930,"ORD","IL",11298,"DFW","TX",2,
"AA","American Airlines Inc.",13930,"ORD","IL",11423,"DSM","IA",2,
"AA","American Airlines Inc.",13930,"ORD","IL",11433,"DTW","MI",2,
"AA","American Airlines Inc.",13930,"ORD","IL",11540,"ELP","TX",2,
"AA","American Airlines Inc.",13930,"ORD","IL",11618,"EWR","NJ",2,
"AA","American Airlines Inc.",13930,"ORD","IL",11697,"FLL","FL",2,
"AA","American Airlines Inc.",13930,"ORD","IL",11823,"FWA","IN",2,
"AA","American Airlines Inc.",13930,"ORD","IL",11986,"GRR","MI",2,
"AA","American Airlines Inc.",13930,"ORD","IL",12012,"GUC","CO",2,
"AA","American Airlines Inc.",13930,"ORD","IL",12094,"HDN","CO",2,
"AA","American Airlines Inc.",13930,"ORD","IL",12173,"HNL","HI",2,
"AA","American Airlines Inc.",13930,"ORD","IL",12206,"HRL","TX",2,
"AA","American Airlines Inc.",13930,"ORD","IL",12264,"IAD","VA",2,
"AA","American Airlines Inc.",13930,"ORD","IL",12266,"IAH","TX",2,
"AA","American Airlines Inc.",13930,"ORD","IL",12280,"IDA","ID",2,
"AA","American Airlines Inc.",13930,"ORD","IL",12339,"IND","IN",2,
"AA","American Airlines Inc.",13930,"ORD","IL",12391,"ISP","NY",2,
"AA","American Airlines Inc.",13930,"ORD","IL",12441,"JAC","WY",2,
"AA","American Airlines Inc.",13930,"ORD","IL",12478,"JFK","NY",2,
"AA","American Airlines Inc.",13930,"ORD","IL",12889,"LAS","NV",2,
"AA","American Airlines Inc.",13930,"ORD","IL",12892,"LAX","CA",2,
"AA","American Airlines Inc.",13930,"ORD","IL",12953,"LGA","NY",2,
"AA","American Airlines Inc.",13930,"ORD","IL",12992,"LIT","AR",2,
"AA","American Airlines Inc.",13930,"ORD","IL",13198,"MCI","MO",2,
"AA","American Airlines Inc.",13930,"ORD","IL",13204,"MCO","FL",2,
"AA","American Airlines Inc.",13930,"ORD","IL",13230,"MDT","PA",2,
"AA","American Airlines Inc.",13930,"ORD","IL",13303,"MIA","FL",2,
"AA","American Airlines Inc.",13930,"ORD","IL",13342,"MKE","WI",2,
"AA","American Airlines Inc.",13930,"ORD","IL",13360,"MLB","FL",2,
"AA","American Airlines Inc.",13930,"ORD","IL",13485,"MSN","WI",2,
"AA","American Airlines Inc.",13930,"ORD","IL",13487,"MSP","MN",2,
"AA","American Airlines Inc.",13930,"ORD","IL",13495,"MSY","LA",2,
"AA","American Airlines Inc.",13930,"ORD","IL",13830,"OGG","HI",2,
"AA","American Airlines Inc.",13930,"ORD","IL",13851,"OKC","OK",2,
"AA","American Airlines Inc.",13930,"ORD","IL",13871,"OMA","NE",2,
"AA","American Airlines Inc.",13930,"ORD","IL",13891,"ONT","CA",2,
"AA","American Airlines Inc.",13930,"ORD","IL",14057,"PDX","OR",2,
"AA","American Airlines Inc.",13930,"ORD","IL",14100,"PHL","PA",2,
"AA","American Airlines Inc.",13930,"ORD","IL",14107,"PHX","AZ",2,
"AA","American Airlines Inc.",13930,"ORD","IL",14122,"PIT","PA",2,
"AA","American Airlines Inc.",13930,"ORD","IL",14262,"PSP","CA",2,
"AA","American Airlines Inc.",13930,"ORD","IL",14307,"PVD","RI",2,
"AA","American Airlines Inc.",13930,"ORD","IL",14492,"RDU","NC",2,
"AA","American Airlines Inc.",13930,"ORD","IL",14570,"RNO","NV",2,
"AA","American Airlines Inc.",13930,"ORD","IL",14576,"ROC","NY",2,
"AA","American Airlines Inc.",13930,"ORD","IL",14633,"RST","MN",2,
"AA","American Airlines Inc.",13930,"ORD","IL",14635,"RSW","FL",2,
"AA","American Airlines Inc.",13930,"ORD","IL",14679,"SAN","CA",2,
"AA","American Airlines Inc.",13930,"ORD","IL",14683,"SAT","TX",2,
"AA","American Airlines Inc.",13930,"ORD","IL",14689,"SBA","CA",2,
"AA","American Airlines Inc.",13930,"ORD","IL",14747,"SEA","WA",2,
"AA","American Airlines Inc.",13930,"ORD","IL",14771,"SFO","CA",2,
"AA","American Airlines Inc.",13930,"ORD","IL",14831,"SJC","CA",2,
"AA","American Airlines Inc.",13930,"ORD","IL",14843,"SJU","PR",2,
"AA","American Airlines Inc.",13930,"ORD","IL",14869,"SLC","UT",2,
"AA","American Airlines Inc.",13930,"ORD","IL",14893,"SMF","CA",2,
"AA","American Airlines Inc.",13930,"ORD","IL",14908,"SNA","CA",2,
"AA","American Airlines Inc.",13930,"ORD","IL",15016,"STL","MO",2,
"AA","American Airlines Inc.",13930,"ORD","IL",15096,"SYR","NY",2,
"AA","American Airlines Inc.",13930,"ORD","IL",15304,"TPA","FL",2,
"AA","American Airlines Inc.",13930,"ORD","IL",15370,"TUL","OK",2,
"AA","American Airlines Inc.",13930,"ORD","IL",15376,"TUS","AZ",2,
"AA","American Airlines Inc.",13931,"ORF","VA",10693,"BNA","TN",2,
"AA","American Airlines Inc.",13931,"ORF","VA",11292,"DEN","CO",2,
"AA","American Airlines Inc.",13931,"ORF","VA",11298,"DFW","TX",2,
"AA","American Airlines Inc.",13931,"ORF","VA",12264,"IAD","VA",2,
"AA","American Airlines Inc.",13931,"ORF","VA",13796,"OAK","CA",2,
"AA","American Airlines Inc.",13931,"ORF","VA",13851,"OKC","OK",2,
"AA","American Airlines Inc.",13931,"ORF","VA",14492,"RDU","NC",2,
"AA","American Airlines Inc.",13931,"ORF","VA",14524,"RIC","VA",2,
